appid
411960
883710
205100
1113000
213670
1687950
288160
787480
425580
1817230
3480
1172450
1104380
388210
1522870
730820
1123450
1286710
391570
966320
615120
1304680
986800
908520
1148760
1510030
1955330
1639790
1444350
1043340
2085360
843390
1629530
659540
402620
1379870
801860
284770
1701800
410890
1822910
1734320
804700
353090
1078420
1456880
1668510
1599880
1663220
1970460
521840
629650
1166990
1044490
1770480
1213230
4000
264710
391540
632360
22380
22449
5710
5711
427520
203160
268910
270880
1057090
240
219740
223470
1318840
238320
70
1167630
629520
500
1942280
386940
383980
557340
261030
1284190
1948280
1388880
80776
230290
1291340
1102190
512900
2280
1127400
242680
1239690
732430
1147690
3830
400910
732690
456750
1229380
858210
1182620
813630
378648
9420
1262350
874260
422970
589590
897330
70400
102600
70300
1161170
1971650
473950
559210
598980
348550
1215390
394970
18500
648100
280220
1535560
980300
914710
1058020
1718870
273300
248310
743390
1049280
298030
1217390
1321440
1162750
1848450
1562700
1293820
1275890
885810
1939160
1745510
888790
1155970
1328350
1045720
1481080
955740
440310
1786790
1874170
389170
1421790
691450
1150950
1064460
1184770
1694420
1111370
802870
566050
1710100
926340
1487270
855640
1398740
397460
1623940
716490
595500
377860
1151440
882710
795420
353540
487430
568320
1889040
1499120
965680
2106840
843260
583010
1967510
284850
1896700
1335560
407310
567990
1949960
1080750
1428100
279800
1224290
733340
1975360
411970
1558510
1146370
355170
1379560
1720850
1056490
882140
1286280
1549550
1850550
242760
892970
239140
322330
379720
1426210
220200
221380
601150
1196590
418370
55230
900883
260230
41700
1235140
236090
1562430
927380
2300
32360
1432640
2058190
2200
1164940
846030
920571
1903620
2365430
1597720
2262930
1727420
1267250
1281330
1739300
1858750
643390
2260530
1926210
1740300
790060
1545990
1998530
1834920
1758560
2059670
1295320
844670
1237730
2142510
1286760
1718910
2001340
2206560
1297210
2325460
2078510
1008860
1814170
1865060
1446730
668350
1688580
1988540
206450
1679210
1668520
219152
822760
1343810
1747050
1918520
1709170
356831
634410
1693260
956240
2250640
1697720
2211730
693170
2207970
1236890
1172800
1371400
1596730
2025840
1493170
1768920
770780
1315300
1486440
1248433
2086160
2303400
1752150
1394930
1582290
1075710
2139130
2251580
1797930
2025660
2167454
2339640
2167453
992173
1559760
1417890
2103480
1213940
1431850
832320
1542040
2093420
590610
1154591
1238680
1967430
1348700
1338580
1662480
283940
526490
1755100
1494810
598190
301300
1430610
1740930
910630
1444300
248750
1843020
2151290
1201360
1291790
1883090
2391310
802640
2141700
2052630
2153330
1469620
2106810
1718160
1174640
294530
1258740
1739070
1317160
2227130
1365720
1142810
2300160
1946430
708880
2416900
1618290
1895630
1902850
1727210
1888350
1859860
1386616
1726760
1268140
465480
1959350
2318310
588963
2076280
2161720
1211170
212894
465980
378950
1241271
1793010
2314000
1143850
2167451
1152300
1293080
1810820
1165910
1852255
1237970
489830
813780
6060
200510
50130
4500
4830
1088850
330830
895870
6910
2600
287450
212480
217200
1148590
964800
3330
421120
222440
1158850
1182110
568090
1269950
907370
220700
280680
1051690
460120
858260
375820
418650
600480
846470
591460
1160220
510420
1047440
610180
758990
1608290
1723260
1450830
505040
1198090
1521580
1621310
1621310
211740
211740
405290
1347970
951000
448850
876650
1141550
1072150
1283970
1203710
322450
1351630
644390
235580
658620
1608230
885000
829660
1116580
1062110
383270
268990
976390
1802720
1697700
1271400
684630
2313550
397430
792120
639490
571530
720350
1263230
1141580
1441840
1204130
366240
913060
1046400
1190170
1354910
1273260
864060
1093290
1422420
936190
1211174
733140
1934140
49520
8870
254700
554620
50300
1237320
585420
1401590
731490
218680
587620
213330
1388590
773790
2270
1570010
540840
853550
994910
15370
1826140
275390
970570
524910
1154810
667600
228360
1135810
1862520
729000
896010
896010
1078350
1078350
262830
405830
774461
1264280
889510
1245430
2124780
429720
1554790
1296840
2057420
2057420
1710170
1710170
1329500
1084020
207320
207320
665370
792100
436670
757210
757480
374190
523000
1289810
1124180
1029210
1182310
337150
631570
1159560
351700
364390
1433340
1318090
1933390
1257410
345610
1859280
657240
381020
287310
351510
559330
716500
1271280
411950
3310
1933660
1839880
950740
726830
1223500
1390190
1178780
1546400
1189440
1015160
1574240
495110
1608640
956450
1360390
529520
1078280
2089350
1872860
854940
1086850
1025140
377670
857690
1622770
1269690
616950
1016180
1451460
1065180
303680
1243670
450550
1183800
1707550
836450
303690
2399220
1617430
1318740
606510
925930
1269020
1544403
404430
1798020
1065020
1444560
1515890
1886070
939790
498310
1544401
2252490
219750
2114370
1522930
1337530
848050
1544405
1920100
877850
1781030
1386612
1472191
1394130
1531490
954060
1094870
1882280
665380
1651490
1404090
690180
398913
540710
1856480
1788210
1508810
1386610
976730
990080
594570
307690
266840
535930
238010
39140
17470
304240
601430
256290
55150
71250
388880
814370
2060130
204030
9010
1072420
601050
924980
924980
35130
356500
1105500
1999770
619500
301650
560430
936160
1295270
959000
685240
1443090
1494470
1546920
1184410
471810
1142080
1256060
1895890
2137760
760640
1144910
1111940
1933740
1257810
1289451
1424710
1337860
541660
1742930
958370
2015880
1819160
1721530
1502990
240500
704710
1931240
2320910
2164210
726690
2081052
1174860
1456361
1592540
1694560
1393500
1550760
1432500
346820
2062210
2081053
1229320
413160
1340120
2348450
1831450
1265220
929101
1608540
1818690
2318480
1347751
1189290
1304400
963060
1674570
862810
1116310
2431100
1629830
813420
929103
780340
982110
671160
1687960
1368210
1907080
2106800
1945680
1520620
1861230
1853410
1175840
629700
677620
262060
361420
323190
489520
241930
414340
234140
10090
414700
671860
1248130
244450
201270
34330
955050
322500
475150
1017180
736190
1210320
475550
1509960
1527950
701160
445980
367450
780310
16900
784150
313160
228280
130
415200
1341290
423230
1105670
57690
1366800
1672970
257350
1385380
1929610
1042550
631510
459220
366090
675260
948740
619150
1139980
363890
1158160
1594940
1000360
1272160
654880
243970
41500
41509
684410
205950
1432050
1202900
511680
1622100
1225560
998740
1129310
1341820
45700
5488
426790
1390410
2130460
630610
1592290
1793030
920564
920561
1092880
1793011
1174180
782330
312660
8190
201810
751780
3970
3970
480490
480490
105450
1213210
32370
641990
391720
448510
445220
329050
437920
1364780
1061090
280160
690640
464060
629820
222940
702670
356570
598700
1782120
214510
714120
1637320
562860
250180
468920
1307890
316790
241260
1158940
94400
1066890
352400
269770
1866180
981430
518150
252870
829110
1142500
315460
323220
773370
95400
2320
1101450
1105510
1608070
1136370
1609080
523660
979120
1295500
853770
1970580
493200
35000
208750
1324780
669330
281640
1112890
718560
968250
225160
1257290
367670
321800
1436990
6120
855860
984110
15320
564530
870200
1037020
386620
220740
320140
664830
1161490
91600
1352930
1484900
758370
1399720
1206060
283160
6310
1173800
1330000
1569090
490920
1605010
225340
1615100
962400
1134710
251870
642280
890720
1100260
7800
465100
2102520
1347550
605230
251270
248170
312540
609110
936720
441550
2111850
1552350
288120
1709900
602700
33600
1135830
1946550
482450
1106340
442070
965670
2101430
345240
1003400
521350
476530
1011510
403430
1184480
1085180
1498740
845640
279940
1847240
340000
1502970
336130
1061180
1331210
327740
1290270
1603640
2026870
1142830
1413020
1047010
1835240
1045620
275690
16870
2383430
1817361
2060280
501990
979930
2109304
1432642
629860
1293830
412020
20920
208650
286690
287390
962130
431240
367500
47810
221680
1922560
12140
1659420
56479
21000
1283410
313690
1206610
227600
1173820
204120
1296360
1879330
1715730
1908840
1580240
508980
1191580
1338330
419460
1191630
1560250
334540
593960
842910
1131620
1384770
245450
1380910
1107300
1937750
627510
1388870
1491340
846800
1606340
624970
918820
251430
1334730
1300
1320
366260
1812060
1003480
1494840
1585820
761460
1074080
1209470
997380
1898290
1867530
728240
1137350
562260
444140
1114290
1328530
1248430
1620540
1952370
788690
2167220
1840550
1800790
1393420
1306720
1932160
1336060
898800
387020
550340
698700
779430
710030
1321230
1917450
1233410
1516080
1480830
520550
541640
420100
709150
1672310
852910
2065810
1998340
593030
592373
1487680
1945682
1152310
1985420
1131550
1397380
1305310
2281360
951820
1724770
1906330
668980
1152320
1647962
1944060
2109430
1972410
1983900
1775550
778400
1244040
1587640
2100450
1722760
1554640
1918530
2109303
920563
472350
1570510
1784890
2281480
1524910
1685730
1277570
1933990
1518820
1928750
1386611
1262572
941961
730
238960
251570
1551360
518790
281990
232090
1604030
588430
383870
1086940
346900
466560
403640
603850
209000
967050
236430
1325200
41070
365360
1066780
955900
1096530
960990
1490890
323470
251060
270150
237990
248390
1284210
1904540
39150
501590
578330
405310
70600
12810
12819
375530
227100
1413480
1649080
4850
4720
818320
1089830
1716120
694500
846870
1443091
1443089
223594
2014380
1647960
821090
1887030
16868
641000
1656971
2303120
1222670
356190
815370
1237950
21699
21690
690790
788100
291650
682990
301640
560130
1084600
965200
1850740
424030
214340
362960
496300
1571440
1302240
1432860
790740
40100
584980
633460
1372280
677120
258520
979110
594330
610080
777130
15620
15669
1220010
1509510
435530
1071870
1360000
451020
867210
426000
442120
555950
331870
307110
632350
1949190
361300
405900
809140
30
558420
1150440
1218210
1233270
282440
393520
223830
497180
115800
732370
820520
2098350
292910
821880
15170
1282210
396900
363440
384110
1094780
525480
1038370
343860
1213700
314660
786520
889920
220860
1335830
2108330
55140
334310
486860
246580
221810
3730
406290
2210
855740
71230
438480
247430
1224020
225300
2140510
1109680
1807080
1670870
1244800
543260
1700
808910
842180
982290
80975
1097130
270630
2640
466170
932850
1386900
1378990
712640
1918040
1040070
15750
960980
1262460
1257360
1143810
993090
384020
790850
495050
1146310
493540
227260
1062830
1550510
883360
694770
1364210
1056570
1707650
2181720
1573280
1339000
1843940
561600
541670
501790
379310
559680
450660
1151050
660160
963450
1812090
2360
2314160
1926620
789660
1359120
1607680
1859360
768450
1921560
1709500
916000
1635590
2430400
409870
505540
1390700
1569630
488060
987400
920567
1415070
225833
1817370
235584
411980
1191260
2150050
1238103
794220
2154362
362003
271590
582010
1446780
1030840
307780
47890
474960
1244460
1262580
1997040
690830
627270
222480
200170
1324130
1000010
831560
873940
477770
530710
1358700
968790
1316910
687260
995980
885150
1949030
1659600
474763
1569190
1252750
1325900
1319420
1968340
1543280
2113900
977460
780280
1031440
2290000
1144582
928390
1497450
1693280
567080
980830
1328900
1548750
1393111
1331510
1537910
543980
1403310
1041460
443730
1425730
2193220
992172
1522080
1882470
1397381
988470
1166470
1751630
1664953
2015100
2353512
1080010
2158650
2197328
1969060
1966130
297790
1762550
1369720
1569810
1588340
2399730
1074030
1590580
1210550
2089450
1731081
1407200
335300
380600
747660
633230
204100
644930
678960
1987080
110800
314160
668580
567640
464920
20510
20520
774861
210970
1044720
386070
861650
865360
4920
327030
384180
1115690
1178250
920490
1123770
728530
807120
268750
951440
530890
20
21130
694280
456670
1353300
688130
1272320
312670
1122050
372360
224960
747200
768200
423580
21980
21989
558245
2248760
22600
1186400
1039880
489360
1343670
641780
203750
267530
263300
421050
1049320
618140
672630
674750
691260
1266690
524580
1239320
817540
598060
585710
730390
791330
1060230
890550
388800
1025960
420440
1368820
257030
1380420
1220150
1043390
1150590
1358140
379210
1490610
1392960
1076160
2007530
529590
648410
547502
677340
1154840
1218500
115120
347800
1093700
213230
245930
547590
431940
15380
343463
1348140
768830
2009550
2199970
1336322
99611
1017510
397540
686810
1404210
745920
12200
578650
268050
392110
289130
288470
1017900
997010
278080
1338770
1016120
25000
16479
16450
449800
247910
1602010
1153640
312750
617870
1324970
965220
1449070
1381770
208670
1695830
579840
377870
1948700
344450
554380
2095450
1020340
1046300
971030
208600
1514840
1049790
589760
1918450
715191
893720
1296510
961490
245970
1767560
1348390
437250
415600
1744330
1967640
1704460
904540
1225580
442051
766870
1502380
2139260
1995890
1907720
1233800
1575470
1361280
951750
1507720
1767170
1413660
1150090
2094910
504920
596000
1469910
1252300
1942100
1472190
976500
759130
1383250
2193050
1113030
1937470
1027250
1341170
2353720
957960
1567110
508403
1481440
1255000
1967650
1836060
1621740
1747960
2367860
873030
1300211
2024150
1889430
1543430
1542110
1255001
2169830
1762570
1711620
1710240
1155320
1130630
1948120
1306770
331181
1165510
2377310
359496
1947750
2346830
346110
291550
377160
1326470
376210
240720
219640
200210
601510
285900
637650
1094520
899770
637090
532210
1335200
374040
509980
1659040
606150
257420
311340
699130
1180660
1233570
228300
443810
242640
339340
784080
792300
215530
281610
632300
1227530
1009560
1088790
753650
1157390
1410710
1330460
759740
438640
461950
761830
239250
219780
798490
355790
1593030
445190
1544360
1072040
981600
615530
329490
6850
306660
252030
359840
651670
722960
72740
1127980
1591530
32450
1225590
400551
798290
352000
1557210
1843410
1443092
953940
1443080
737520
316260
442052
223593
1336321
2064720
966690
1890740
1030500
16866
379430
933110
238090
383150
1259980
1426450
8000
8009
404730
420560
286000
239120
1265860
229480
1447000
1000760
1981570
1025440
1977570
666570
1420770
1836860
2127791
1069530
1435670
1389550
1082180
1011390
1013870
835430
692100
871200
984680
303290
336150
1024010
483840
1056761
1372300
854570
595740
1770390
1164690
614580
1802980
591710
699330
1610470
1125390
1760190
323670
1511630
1607240
1058060
1133320
1183470
521800
245950
946030
2009860
2091500
824830
1857080
741430
2123140
1135260
1683100
1449320
1620290
1899810
1684670
1157550
1166472
1761900
1378890
715190
2162020
1506440
1195480
240340
1701560
2051200
1967690
1883800
1135960
1293280
1856090
1147480
1415220
1087130
1922632
261640
1284410
325610
1277400
916440
368260
1475810
1328660
1815780
356040
1088710
3020
1286580
1281630
1580780
622720
324570
1259790
1113570
977610
695680
1311070
349730
404014
355250
1259800
1389360
1969440
1269300
1869820
321430
891230
99610
1642620
2175550
444200
552990
304050
460930
626690
350640
449960
333420
620590
1273400
1732190
829590
703700
985830
1104280
1824450
1824450
60
60
320040
1032430
696170
1785150
918710
877200
595690
438490
405710
666860
667720
326410
502280
357310
1494420
1489630
1701520
758870
597180
455980
40
99910
1942660
230700
515960
654890
638650
383840
840720
1227780
1153430
2177060
433170
931280
804490
551770
996770
1157220
826940
646200
520940
1702330
735290
2311920
1018010
1167140
1887930
573120
573120
1074070
636970
1175830
331900
917720
312370
1710580
486780
1423600
1177660
645730
430070
1273440
1143840
971620
770100
1697880
898720
1374970
1374970
1381650
1381650
458730
1178880
1097620
1962430
1621560
549260
12640
1773180
1370140
402260
1783280
1889930
1640300
1148490
881420
1600780
1299620
1320100
1312960
2127790
919260
889770
1253190
1163770
277830
936180
1393110
1613285
620620
2172860
1406810
2024390
2133149
2314670
2341310
2396490
1884560
1904391
316863
1241268
439501
2167450
2198610
1365190
2492320
716580
821170
1052530
1981884
449391
439500
2197324
1849360
1383640
791240
1786230
1961760
1423900
398917
2076220
1793013
884140
2187930
1198960
1556650
1825970
1198462
267784
1167330
1987220
2241030
1747950
1353170
2198874
1257570
2382764
1944850
2315550
534250
2096570
1502000
528050
1981881
2283590
2062375
582540
2228170
1489800
1386932
1233280
2072990
1365110
2238190
2153470
1062420
2220832
1612760
1847400
1309770
1643354
1164830
2380060
1568690
1621475
1870121
1233340
1220100
398911
2015890
871900
2282030
1464740
692080
2153120
1831700
2020070
2327780
2467590
1195160
1842620
1392091
393831
564170
359495
1687840
382462
813410
2419270
1938860
1640850
784930
1905220
1051380
1867890
720960
2242530
1904530
2305830
1851610
919050
1200346
1237420
2206120
2229350
1586690
1792600
2193450
1455450
1455450
1783690
1783690
1904560
1904560
2243210
2243210
1586100
1586100
2200010
2200010
2334430
2334430
1065400
1065400
2119660
2119660
2253730
2253730
2009650
2009650
1634100
1634100
2400880
2400880
2191480
2201230
1793012
2445280
1620250
1339440
1255080
1000717
1683370
710800
1643355
1708020
2177500
949080
1526010
973070
1844400
941962
639680
1968570
2282210
2087910
2153360
2278070
1780970
2191860
1195240
2074220
688700
275560
2147250
1968780
912460
1599770
1904580
1949474
306240
2259154
1350680
1104260
1104260
1931130
1931130
1581936
1581936
2214830
1443083
1610690
1377080
449390
1575881
1034471
569717
720740
359491
1238102
1446360
2214820
2214820
316864
1238090
559430
1242760
2363741
1932742
1770490
720710
1628070
949081
2200740
1087123
1317080
2338560
1486710
1074270
2203420
1264171
1032760
1228810
1028920
1819410
1365230
1944341
1561770
1998980
941963
1188618
2278350
1333570
1144500
720690
1091500
12210
221040
612880
22300
22309
1262560
1029690
515180
208140
607890
787810
1850510
297860
551730
1073910
658260
239550
878670
1799930
1512590
1315610
454410
548421
423490
1079620
476420
433091
702540
2009350
2094270
1652260
1652260
1134520
1134520
1021110
1803400
1673630
1144410
1976950
352220
41074
1668290
2061430
749960
1966010
703180
1627680
1257170
953840
681330
912450
792660
2348170
405430
2179300
1133000
434065
1546090
931950
225834
539750
1940030
1485140
868422
385511
1410980
1933050
1449442
1264170
1264170
932660
932660
1625400
1625400
1479630
1479630
1202052
1202052
1065490
1065490
1992290
1992290
2184791
2184791
2228390
2228390
1704470
1704470
1374230
440900
1721470
364360
2087030
895400
287290
9900
1258080
285160
708770
678900
919370
1337760
1556200
214870
205650
201230
1137300
501080
262280
1203930
1108590
45770
323580
1282410
446560
416590
889921
32380
1816300
1266700
470260
743900
566860
2141730
2141730
852220
852220
841190
841190
1352330
1352330
1466060
1466060
739650
739650
1868000
1868000
828900
828900
1329510
1329510
1342260
1342260
566540
566540
1164250
1164250
1601740
1925310
1925310
1258590
1258590
515191
754500
1016790
1279630
1149440
1608700
1543150
446390
834280
1420350
280720
681730
887530
1018020
1433570
1321450
1178790
809720
424250
1762010
1158420
1573720
975400
2013360
952540
529490
989550
686720
1235766
849261
995780
224161
1061350
2144761
332310
1789480
1238060
1092660
1262600
3700
743890
2290180
233840
1173780
580600
835670
104600
1389240
2305790
1931910
1028270
785300
1502980
1577250
2101940
1314820
312290
1613282
1214810
2016080
873871
920562
2199310
1664957
973910
1575520
615380
754680
1999190
1240360
1341160
1518790
1621474
1670810
2186250
1982080
1880930
2342680
1087131
1998963
619220
1200342
