,Name,Date,Developer,Publisher,Genre,Price,Langs,DLC,Mature,Single,Total Review Cnt,Pos Review Cnt,Neg Review Cnt,Score,appid,Tags,description
3481,Order of Battle: World War II,"30 Apr, 2015",The Artistocrats,Slitherine Ltd.,"['Free to Play', 'Simulation', 'Strategy']",0.0,"['English', 'French', 'German', 'Spanish - Spain', 'Russian']",1.0,0.0,1.0,,,,0.744499510738297,312450,"['Strategy', 'Free to Play', 'World War II', 'Simulation', 'Turn-Based', 'Turn-Based Strategy', 'Wargame', 'Multiplayer', 'Hex Grid', 'Singleplayer', 'War', 'Turn-Based Tactics', 'Tactical', 'Historical', 'Replay Value', 'Turn-Based Combat', 'Asynchronous Multiplayer', 'Level Editor', 'Moddable', 'Co-op']",Order of Battle: World War II is a breath of fresh air for all strategy fans. It is a game that takes wargaming to a new level by upgrading every single game element and rebooting the genre for a new generation of players.
3482,171,"17 Nov, 2022",Betagames Group,Betagames Group,"['Action', 'Indie', 'Early Access']",1799.0,"['English', 'Portuguese - Brazil', 'Spanish - Latin America', 'French', 'Italian', 'German', 'Russian', 'Turkish']",0.0,1.0,1.0,,,,0.7346836893124349,1269370,"['Action', 'Indie', 'Open World', 'Gore', 'Crime', 'Violent', 'Shooter', 'Heist', 'Singleplayer', 'Third Person', 'Sandbox', 'Third-Person Shooter', 'Early Access', 'Sexual Content', 'Multiplayer']",171 is an open world action adventure game with a Brazilian inspired ambience.
3483,AI＊Shoujo/AI＊少女,"16 Mar, 2020",ILLUSION,ILLUSION,['Simulation'],6022.0,"['English', 'Japanese', 'Simplified Chinese', 'Traditional Chinese']",0.0,1.0,1.0,,,,0.7364030862033315,1250650,"['Sexual Content', 'Nudity', 'Mature', 'NSFW', 'Simulation', 'Character Customization', 'Hentai', 'FPS', 'Dating Sim', 'Anime', 'Survival', 'Building', 'Sandbox', 'Singleplayer', 'Third Person', 'Artificial Intelligence', 'Exploration', 'Base Building', '3D', 'Third-Person Shooter']","Ever wanted to get away from it all? Well here's your chance! In AI Shoujo, a tropical island paradise filled with beautiful girls is waiting for you! Customize NPCs with a rich suite of character creation tools, then watch as they think, learn, and love. Kick back, relax, and enjoy life in the sun!"
3484,River City Ransom: Underground,"27 Feb, 2017",Conatus Creative Inc.,Conatus Creative Inc.,"['Action', 'Indie', 'RPG']",1999.0,"['English', 'Japanese', 'Simplified Chinese']",1.0,0.0,1.0,,,,0.7316107353454575,422810,"['Action', ""Beat 'em up"", 'Retro', 'Indie', 'RPG', 'Pixel Graphics', 'PvE', 'Action RPG', 'Local Co-Op', 'PvP', 'Online Co-Op', '2D', 'Co-op', 'Open World', 'Competitive', 'Cartoon', '4 Player Local', 'Local Multiplayer', 'Side Scroller', 'Great Soundtrack']","Alex and Ryan must take to the streets to help a new crop of fighters. You'll earn money, unlock moves, and upgrade your skills in a sprawling city. This modern take on an old classic features over 500 unique street fighting moves, dozens of weapons, and fun online multiplayer modes."
3485,Sneak Thief,"6 Aug, 2016",Nicholas Rizzo,Nicholas Rizzo,"['Action', 'Indie', 'Strategy']",1249.0,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Arabic', 'Bulgarian', 'Czech', 'Danish', 'Dutch', 'Finnish', 'Greek', 'Hungarian', 'Japanese', 'Korean', 'Norwegian', 'Polish', 'Portuguese - Portugal', 'Portuguese - Brazil', 'Romanian', 'Russian', 'Simplified Chinese', 'Swedish', 'Thai', 'Traditional Chinese', 'Turkish', 'Ukrainian']",0.0,1.0,1.0,,,,0.7237207427260492,508550,"['Stealth', 'Action', 'Indie', 'Strategy', 'First-Person', 'Singleplayer', 'Heist', 'Early Access', 'FPS', 'Puzzle', 'Multiplayer', 'Horror', 'Shooter', 'Crime', 'Gore', 'Co-op', 'Open World']","Sneak Thief is a first person, shooter, strategy, stealth and puzzle game that lets you choose how you want to play. Use your wits and expertise to setup and perform heists whether that be by using brute force to smash your way through or by getting away without making a sound."
3486,X-Plane 12,"17 Dec, 2022",Laminar Research,Laminar Research,['Simulation'],5999.0,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Portuguese - Portugal', 'Russian', 'Simplified Chinese']",1.0,0.0,1.0,,,,0.7322688175089841,2014780,"['Simulation', 'Flight', 'Immersive Sim', 'Action-Adventure', '3D', '3D Vision', 'Realistic', 'First-Person', 'VR', 'Atmospheric', 'Jet', 'Military', 'Relaxing', 'Choices Matter', 'Controller', 'Moddable', 'Open World', 'Physics', 'Tutorial', 'Co-op']",Ultra-Realistic Flight Simulation
3487,Smart Game Booster,"11 May, 2020",Smart Game Booster,Smart Game Booster,['Utilities'],0.0,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Arabic', 'Czech', 'Hungarian', 'Japanese', 'Korean', 'Polish', 'Portuguese - Portugal', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Swedish', 'Thai', 'Traditional Chinese', 'Turkish', 'Ukrainian', 'Vietnamese', 'Danish', 'Greek', 'Finnish', 'Dutch']",1.0,0.0,,,,,0.7388682895731502,1278480,"['Utilities', 'Software']","Smart Game Booster is an easy-to-use yet efficient game optimization utility, essential for any gamer who wants a smoother gaming experience."
3488,Fight Angel Special Edition,"20 Dec, 2019",Red Fox,Red Fox,"['Action', 'Simulation']",1679.0,"['English', 'Simplified Chinese', 'Traditional Chinese', 'Japanese', 'Korean']",1.0,1.0,1.0,,,,0.7326075477653705,1041840,"['Sexual Content', 'Nudity', 'Mature', 'Hentai', 'Character Customization', 'Female Protagonist', 'Fighting', 'Spectacle fighter', 'Arcade', 'PvP', 'Anime', 'Action', 'Action RPG', 'Martial Arts', '3D Fighter', 'Controller', '3D', 'Simulation', 'Action-Adventure', '3D Platformer']",Fight Angel is the girl fighting game with great customization functions with physical effects that make realistic boobs movements and clothing destruction systems. Let's fight the challenger with your partner! This is a special edition of Fight Angel.
3489,Car Dealership Simulator,"9 May, 2023",Quadfix Games,Quadfix Games,"['Casual', 'Indie', 'Simulation']",819.0,"['English', 'Turkish']",0.0,0.0,1.0,,,,0.7264888058910893,2141690,"['Casual', 'Simulation', 'Life Sim', 'FPS', 'Immersive Sim', 'First-Person', '3D', 'Realistic', 'Economy', 'Family Friendly', 'Singleplayer', 'Indie', 'Management', 'Resource Management', 'Multiplayer']",Car Dealership Simulator is an extremely comprehensive and detailed car dealership business simulation game.
3490,Summer in Mara,"16 Jun, 2020",Chibig,Chibig,"['Adventure', 'Casual', 'Simulation']",1999.0,"['English', 'French', 'German', 'Spanish - Spain', 'Russian', 'Simplified Chinese', 'Portuguese - Brazil']",1.0,0.0,1.0,,,,0.7329424986970855,962580,"['Life Sim', 'Relaxing', 'Farming Sim', 'Cozy', 'Exploration', 'Wholesome', 'Visual Novel', 'Emotional', 'Surreal', 'Hand-drawn', 'Agriculture', 'Crafting', 'Cute', 'Nature', 'Sandbox', 'Female Protagonist', 'Casual', 'Fantasy', 'Adventure', 'Anime']","Take care of your own island and sail with your boat in this cozy farming adventure! Relax and unwind exploring a tropical archipelago or harvesting your own crops while helping others. Discover the story of Summer in Mara, with farming, crafting and exploring mechanics."
3491,Made in Abyss: Binary Star Falling into Darkness,"2 Sep, 2022",Chime Corporation,"Spike Chunsoft Co., Ltd.",['Action'],5999.0,"['English', 'Japanese', 'Simplified Chinese', 'Traditional Chinese']",0.0,1.0,1.0,,,,0.7319718592176202,1324340,"['Action', 'Adventure', 'Anime', 'Action RPG', 'Action-Adventure', '3D Platformer', 'Exploration', 'Dungeon Crawler', '3D', 'Colorful', 'Dark Fantasy', 'Third Person', 'Atmospheric', 'Crafting', 'Fantasy', 'Management', 'Survival', 'Character Customization', 'Combat', 'Female Protagonist']","Experience the awesome power of the Curse of the Abyss, as well as the astonishing, legendary entities known as primeval creatures. Prepare to glimpse the world of Riko and her friends."
3492,THE KING OF FIGHTERS '97 GLOBAL MATCH,"3 Apr, 2018",SNK CORPORATION,SNK CORPORATION,['Action'],999.0,"['English', 'Spanish - Spain', 'Japanese', 'Portuguese - Brazil']",1.0,0.0,1.0,,,,0.736740785077325,702120,"['Action', 'Fighting', '2D Fighter', 'Arcade', 'Multiplayer', 'Anime', 'Classic', '2D', 'Pixel Graphics', 'Singleplayer']","KOF ’97 is the final entry in the Orochi Saga, the original storyline of the KOF series, which is still played by enthusiastic fans around the world. KOF ’97 makes a return with new features such as online matchmaking, a new gallery mode, and custom menu BGM settings!"
3493,DSX,"24 Jun, 2022",Paliverse,Paliverse,['Utilities'],499.0,"['English', 'French', 'Italian', 'German', 'Arabic', 'Bulgarian', 'Danish', 'Dutch', 'Finnish', 'Hungarian', 'Korean', 'Norwegian', 'Polish', 'Portuguese - Brazil', 'Romanian', 'Russian', 'Simplified Chinese', 'Spanish - Latin America', 'Swedish', 'Thai', 'Traditional Chinese', 'Turkish', 'Ukrainian', 'Greek', 'Japanese', 'Portuguese - Portugal', 'Vietnamese']",0.0,0.0,1.0,,,,0.7334777917570341,1812620,"['Indie', 'Simulation', 'Utilities', 'Controller', 'Software', 'Gaming']","Bring your DualSense Controller to life! Use 20 different Adaptive Trigger modes, enable Haptic Feedback(USB), Emulate Xbox 360 or DualShock 4 through USB or Bluetooth on PC."
3494,"Species: Artificial Life, Real Evolution","28 Sep, 2018",Quasar,Quasar,"['Simulation', 'Early Access']",1679.0,['English'],0.0,0.0,1.0,,,,0.7296625497233673,774541,"['Simulation', 'Sandbox', 'Early Access', 'Science', 'God Game', 'Experimental', 'Indie', 'Real-Time with Pause', 'Singleplayer', 'Relaxing', 'Management', 'Real-Time', 'Strategy', 'Education', 'Realistic', 'Psychological Horror']","Play with evolution! Species: ALRE is a scientifically-grounded, emergent simulation of natural selection. Creatures evolve and speciate in response to in-game mutation and selection forces, allowing you to experience and tinker with evolution in real-time."
3495,Folklore Hunter,"24 Feb, 2020",Liquid Donkey Games,Liquid Donkey Games,"['Action', 'Indie', 'Early Access']",999.0,['English'],0.0,1.0,1.0,,,,0.7156885038051869,696220,"['Early Access', 'Horror', 'Survival Horror', 'Multiplayer', 'Mythology', 'Hunting', 'Psychological Horror', 'Atmospheric', 'Action', 'FPS', 'Story Rich', 'Co-op', 'Violent', 'First-Person', 'Survival', 'Open World', 'Supernatural', 'Online Co-Op', 'Action-Adventure', 'Shooter']","You are a hunter world reknowned for slaying supernatural beasts. Your next contract is to hunt down a wendigo plaguing a section of woods in North America. Gather resources, set traps, prepare your equipment, use your hunters instincts and take down the beast, before it hunts you."
3496,Hacker Simulator,"20 Oct, 2021",Save All Studio,PlayWay S.A.,"['Indie', 'Simulation']",1999.0,['English'],0.0,0.0,1.0,,,,0.7287172853545305,1754840,"['Hacking', 'Simulation', 'Singleplayer', 'Realistic', 'Crime', 'Typing', 'Adventure', 'Detective', 'Programming', 'Cyberpunk', 'Atmospheric', 'Sandbox', 'First-Person', 'Action', 'Indie']","Become a hacker and build your online reputation to the top by discovering a simplified and enjoyable version of real-life hacking methods. Complete contracts, buy new programs, upgrade your computer, crack wifi networks and infiltrate peoples or companies online systems."
3497,Vade Retro : Exorcist,"27 Oct, 2022",Forceight,Forceight,"['Action', 'Casual', 'Indie', 'Simulation']",569.0,"['English', 'French', 'German', 'Spanish - Spain', 'Portuguese - Brazil', 'Portuguese - Portugal']",0.0,0.0,0.0,,,,0.7218476274743051,1931950,"['Online Co-Op', 'Horror', 'Multiplayer', 'Co-op', 'Survival Horror', 'Survival', 'Psychological Horror', 'God Game', 'Class-Based', 'Action', 'Simulation', 'Action RTS', 'Action-Adventure', 'Spectacle fighter', 'First-Person', '3D', 'Third Person', 'Realistic', 'Magic', 'Physics']","Vade Retro is a PvP exorcism game up to 4 player. Play as Demon and make your opponents go through hell, or join the exorcist team by choosing a specialty to save victims from the devil's grip in this action-packed experience."
