,Name,Date,Developer,Publisher,Genre,Price,Langs,DLC,Mature,Single,Total Review Cnt,Pos Review Cnt,Neg Review Cnt,Score,appid,Tags,description
1320,Virtual Virtual Reality,"9 Mar, 2017",Tender Claws,Tender Claws,"['Adventure', 'Indie']",1249.0,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Korean', 'Simplified Chinese', 'Traditional Chinese']",0.0,0.0,1.0,,,,0.8592210537763948,889480,"['Adventure', 'Indie', 'VR', 'Funny', 'Story Rich', 'Sci-fi', 'Mystery', 'Comedy', 'Multiple Endings', 'Singleplayer', 'First-Person', 'Psychological Horror', 'Horror', 'Sexual Content', 'Psychological', 'Surreal', 'Walking Simulator', 'Nudity', 'Gore', 'Anime']","A game about VR, AI, and our collective sci-fi fever dreams. In a future where AI has transformed society, can humans still find purpose? Find out with Activitude, a service that lets humans aid AI clients in increasingly curious ways."
1321,FOCUS on YOU,"5 Jul, 2019",Smilegate Entertainment,Smilegate Entertainment,['Adventure'],3399.0,"['English', 'Japanese', 'Simplified Chinese', 'Traditional Chinese', 'Korean']",1.0,0.0,1.0,,,,0.8572329115321543,1032670,"['Mature', 'VR', 'Adventure', 'Dating Sim', 'Female Protagonist', 'Anime', 'Emotional', 'FPS', 'Hentai']","The love at first sight, came like a sunny summer day. Meet YUA and make your own sparkling moments."
1322,Disgaea 4 Complete+,"10 Sep, 2020","Nippon Ichi Software, Inc.","NIS America, Inc.","['RPG', 'Strategy']",3999.0,"['English', 'French', 'Japanese', 'Korean', 'Simplified Chinese', 'Traditional Chinese']",0.0,0.0,1.0,,,,0.8426468004943061,1233880,"['RPG', 'Strategy', 'Strategy RPG', 'Turn-Based Strategy', 'JRPG', 'Tactical RPG', 'Anime', 'Turn-Based Tactics', 'Comedy', 'Fantasy', 'Funny', 'Singleplayer', 'Tactical', 'Turn-Based', 'Story Rich']",The ultimate Disgaea has arrived to Steam! HL-raising action and a horde of special features await you in this tale of fiery revolution.
1323,Understand,"30 Oct, 2020",Artless Games,Artless Games,"['Casual', 'Indie']",399.0,"['English', 'Simplified Chinese', 'French', 'Italian', 'German', 'Spanish - Spain', 'Danish', 'Ukrainian', 'Russian', 'Bulgarian', 'Hungarian', 'Turkish', 'Greek', 'Norwegian', 'Czech', 'Japanese', 'Polish', 'Thai', 'Swedish', 'Traditional Chinese', 'Romanian', 'Finnish', 'Dutch', 'Portuguese - Portugal', 'Portuguese - Brazil', 'Spanish - Latin America', 'Vietnamese', 'Arabic', 'Korean']",0.0,0.0,1.0,,,,0.8604512871772062,1299400,"['Abstract', 'Minimalist', 'Logic', 'Experimental', 'Puzzle', '2D', 'Mouse only', 'Singleplayer', 'Indie', 'Casual', 'Education']","Understand is an experimental puzzle game about guessing rules. In each level, you have to figure out the rules through trial and error, then draw a line satisfying all rules."
1324,Cat Museum,"17 Mar, 2022",751 Games,751 Games,"['Adventure', 'Casual', 'Indie']",399.0,"['English', 'Russian', 'Japanese', 'Traditional Chinese', 'Portuguese - Brazil', 'Simplified Chinese']",0.0,0.0,1.0,,,,0.8623195641686757,1688100,"['Puzzle', 'Surreal', 'Psychedelic', 'Point & Click', 'Hand-drawn', 'Stylized', 'Horror', '2D', 'Cats', 'Side Scroller', 'RPG', 'Adventure', 'Exploration', 'Dark', 'Mystery', 'Fantasy', 'Linear', 'Narration', 'Singleplayer', 'Dark Fantasy']","Immerse yourself in the bizarre art style and the surreal world of Cat Museum, a 2D side-scrolling puzzle-adventure game. Solve the strange puzzles with your mischievous cat, and unveil the truth behind the mysterious museum."
1325,Eufloria HD,"14 Oct, 2014",Rudolf Kremers & Alex May,Omni Systems,"['Indie', 'Strategy']",1499.0,['English'],1.0,0.0,1.0,,,,0.8458024185243153,221180,"['Strategy', 'Indie', 'Relaxing', 'Casual', 'Singleplayer', 'RTS', 'Great Soundtrack', '2D', 'Atmospheric']","Experience “Eufloria HD”, the new edition of Eufloria, an incredibly addictive ambient strategy game that anyone can play! Explore a beautifully realized universe rendered in a style that is unique and compelling."
1326,Atelier Rorona ~The Alchemist of Arland~ DX,"4 Dec, 2018","KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",['RPG'],3999.0,"['English', 'Simplified Chinese', 'Traditional Chinese', 'Japanese']",0.0,0.0,1.0,,,,0.8652460417170611,936160,"['RPG', 'JRPG', 'Female Protagonist', 'Cute', 'Anime', 'Crafting', 'Great Soundtrack', 'Singleplayer', 'Turn-Based', 'Time Management']","First release in the Arland series. The main character Rorona must save her Atelier from being closed by the Kingdom. Using Synthesis, Exploration, and Battle, gain recognition for the Atelier and save it from being closed."
1327,TRATRITLE,"15 Jul, 2022",INAZUMA SOFT,OTAKU Plan,"['Adventure', 'Indie', 'RPG', 'Simulation']",1679.0,"['English', 'Simplified Chinese']",0.0,1.0,1.0,,,,0.8637128785156566,1731200,"['Sexual Content', 'Nudity', 'Exploration', 'Comedy', 'Time Management', 'Visual Novel', 'Life Sim', 'Choices Matter', 'JRPG', 'RPG', '2D', 'Cute', 'Relaxing', 'Funny', 'Anime', 'Story Rich', 'Simulation', 'Singleplayer', 'Adventure', 'Third Person']","A little master lived happily with his maids. But what bothered him was that the maids were too naive and simple. One day, he received a letter from his father. He thought he could solve the current problem... But unexpectedly, another succubus maid came. Will he still be a good boy or...?"
1328,The Light Brigade,"22 Feb, 2023",Funktronic Labs,Funktronic Labs,"['Action', 'RPG', 'Strategy']",2450.0,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Korean', 'Russian', 'Simplified Chinese', 'Traditional Chinese']",0.0,0.0,1.0,,,,0.8682692474052242,1579880,"['VR', 'Action', 'Shooter', 'Physics', 'Singleplayer', 'First-Person', 'FPS', 'Indie', 'Roguelite', 'Atmospheric', 'Tactical', 'Violent', 'Roguelike', 'Realistic', 'RPG', 'Procedural Generation', 'Combat', 'Adventure', 'Souls-like', 'Magic']","A roguelike VR shooter with realistic gunplay and immersive light magic. Ascend the ranks of The Light Brigade to unlock new weapons, upgrades, classes, and abilities as you fight to restore light to the darkness."
1329,PowerSlave Exhumed,"10 Feb, 2022",Nightdive Studios,Nightdive Studios,"['Action', 'Adventure']",1679.0,"['English', 'French', 'German', 'Spanish - Spain']",0.0,1.0,1.0,,,,0.8564637567630211,1678430,"['Action', 'FPS', 'Shooter', 'Metroidvania', 'First-Person', 'Action-Adventure', 'Singleplayer', 'Exploration', 'Adventure', 'Old School', '3D', 'Combat', 'Nonlinear', 'Magic', 'Horror', 'Retro', 'Historical', 'PvE', ""1990's"", 'Classic']",PowerSlave: Exhumed is a KEX Engine port of the classic console game perfectly blending both the PlayStation &amp; Saturn versions
1330,Grim Legends 3: The Dark City,"2 Jun, 2016",Artifex Mundi,Artifex Mundi,"['Adventure', 'Casual']",1479.0,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Simplified Chinese', 'Japanese', 'Korean', 'Polish', 'Portuguese - Brazil', 'Russian']",1.0,0.0,1.0,,,,0.8697339953535576,458470,"['Hidden Object', 'Casual', 'Adventure', 'Point & Click', 'Female Protagonist', 'Fantasy', 'Family Friendly', 'Puzzle', 'Story Rich', 'Atmospheric', 'Singleplayer', '2D', 'Horror', 'Relaxing', 'Colorful', 'Violent', 'Mystery', 'Short', 'Great Soundtrack', 'Visual Novel']",Hunt monsters in the gothic city!
1331,Space Warlord Organ Trading Simulator,"7 Dec, 2021",Strange Scaffold,Strange Scaffold,"['Simulation', 'Strategy']",1679.0,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Russian', 'Simplified Chinese', 'Traditional Chinese', 'Portuguese - Brazil']",0.0,0.0,1.0,,,,0.8544151003933858,1507780,"['Simulation', 'Strategy', 'Trading', 'Space', 'Management', 'Medical Sim', 'Economy', 'Moddable', 'Space Sim', 'Cyberpunk', 'Funny', 'Surreal', '2D', 'Horror', 'Comedy', 'Aliens', 'Retro', 'Pixel Graphics', 'Futuristic', '1980s']","Buy, sell, and trade organs in a strange and evolving universe. Dive into the quivering innards of alien capitalism in the sci-fi body horror market tycoon game you didn't know you needed."
1332,ADACA,"25 Jul, 2022",Siris Pendrake,Siris Pendrake,"['Action', 'Indie']",2099.0,['English'],0.0,1.0,1.0,,,,0.854852990437788,1765780,"['FPS', 'Old School', 'Atmospheric', 'Exploration', 'Horror', 'Retro', 'Dystopian ', 'Action', 'Open World', 'PvE', 'Shooter', 'Lore-Rich', 'Sci-fi', 'Linear', 'Story Rich', 'Colorful', 'Combat', 'First-Person', '3D', 'Stylized']",A Sci-fi FPS set on the mysterious planet ADACA. - Use your GRAVITY-MANIPULATING arm to HURL objects at your foes or even RIP weapons directly from their hands! - EXPLORE and manipulate the environment in this EERIE and HOSTILE world!
1333,MOLEK-SYNTEZ,"19 Nov, 2019",Zachtronics,Zachtronics,"['Indie', 'Simulation']",975.0,['English'],0.0,0.0,1.0,,,,0.8365249619116204,1168880,"['Simulation', 'Puzzle', 'Programming', 'Indie', 'Singleplayer', 'Science', 'Automation', 'Logic']",Use the MOLEK-SYNTEZ to create small molecules with various pharmacological effects from the comfort of your small Romanian apartment.
1334,Xanadu Next,"3 Nov, 2016",Nihon Falcom,XSEED Games,"['Action', 'RPG']",1499.0,['English'],0.0,0.0,1.0,,,,0.8653347741463082,312560,"['RPG', 'Action', 'Action RPG', 'Great Soundtrack', 'JRPG', 'Dungeon Crawler', 'Singleplayer', 'Anime', 'Isometric', 'Atmospheric', 'Souls-like']","Whenever mist hangs over Lake Orwell, sailors catch sight of a phantom castle just out of reach. As they draw near, it fades away, leaving only questions for all who have seen this “Castle Strangerock.” Now, you must aid your charge in uncovering its secrets...even if it costs you your very soul."
1335,Skulls of the Shogun,"29 Jul, 2013",17-BIT,17-BIT,"['Indie', 'Strategy']",819.0,"['English', 'German', 'French', 'Italian', 'Spanish - Spain', 'Simplified Chinese', 'Japanese', 'Portuguese - Brazil', 'Korean', 'Russian']",0.0,0.0,1.0,,,,0.8460964073120377,228960,"['Strategy', 'Indie', 'Turn-Based Strategy', 'Turn-Based', 'Comedy', 'Singleplayer', 'Tactical', 'Multiplayer', 'Turn-Based Tactics', 'Cartoony', 'Turn-Based Combat', 'Local Multiplayer', 'Funny', '2D', 'Asynchronous Multiplayer']","Enter the Samurai Afterlife and join forces with vibrant ghost-samurai warriors, magical animal monks, and mustachioed samurai generals. It's fast-paced turn-based strategy inspired by Advance Wars, and supercharged with fighting-game flare!"
1336,Paradiddle,"2 Nov, 2022",Emre Tanirgan,Emre Tanirgan,"['Casual', 'Indie', 'Simulation']",2499.0,['English'],0.0,0.0,1.0,,,,0.8566467550382232,685240,"['VR', 'Music', 'Rhythm', 'Audio Production', 'Simulation', 'Replay Value', 'Education', 'Utilities', 'Indie', 'Casual', 'Sandbox', 'Early Access', 'Singleplayer', 'Immersive Sim', 'Immersive', 'Realistic']","Play drums in VR without the limitations of the real world. With 50+ realistic percussion instruments, a built-in rhythm game mode and lineup of lessons, our Version 1.0 release makes it easier and more fun than ever to learn how to drum."
1337,Car Mechanic Simulator 2021 - Jaguar DLC,"20 Oct, 2021",Red Dot Games,PlayWay S.A.,"['Racing', 'Simulation']",499.0,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Simplified Chinese', 'Japanese', 'Polish', 'Portuguese - Portugal', 'Portuguese - Brazil', 'Russian', 'Korean', 'Turkish', 'Arabic', 'Czech', 'Hungarian', 'Romanian']",0.0,0.0,1.0,,,,0.8032208295439044,1748990,"['Simulation', 'Racing', 'Indie']",Jaguar DLC includes 4 licensed Jaguar cars: - 1961 Jaguar E-Type - 1991 Jaguar XJS - 1992 Jaguar XJ220 - 2017 Jaguar F-Type R
1338,Unturned,"7 Jul, 2017",Smartly Dressed Games,Smartly Dressed Games,"['Action', 'Adventure', 'Casual', 'Free to Play', 'Indie']",0.0,['English'],1.0,0.0,1.0,,,,0.9070914712153032,304930,"['Free to Play', 'Survival', 'Zombies', 'Multiplayer', 'Open World', 'Co-op', 'Crafting', 'Sandbox', 'Adventure', 'Shooter', 'First-Person', 'Post-apocalyptic', 'Action', 'Looter Shooter', 'FPS', 'Singleplayer', 'Massively Multiplayer', 'Atmospheric', 'Indie', 'Casual']","You're a survivor in the zombie infested ruins of society, and must work with your friends and forge alliances to remain among the living."
1339,Ready or Not,"17 Dec, 2021",VOID Interactive,VOID Interactive,"['Action', 'Adventure', 'Indie', 'Early Access']",3599.0,"['English', 'French', 'German', 'Czech', 'Korean', 'Simplified Chinese']",1.0,1.0,1.0,,,,0.9001202512856362,1144200,"['Tactical', 'Realistic', 'FPS', 'Multiplayer', 'Shooter', 'Co-op', 'Singleplayer', 'First-Person', 'Action', 'Horror', 'Violent', 'Gun Customization', 'Combat', 'Crime', 'Modern', 'Gore', 'Atmospheric', 'America', 'Co-op Campaign', 'Early Access']","Ready or Not is an intense, tactical, first-person shooter that depicts a modern-day world in which SWAT police units are called to defuse hostile and confronting situations."
1340,The Long Dark,"1 Aug, 2017",Hinterland Studio Inc.,Hinterland Studio Inc.,"['Adventure', 'Indie', 'Simulation', 'Strategy']",1950.0,"['English', 'German', 'Russian', 'French', 'Spanish - Spain', 'Finnish', 'Japanese', 'Korean', 'Norwegian', 'Portuguese - Portugal', 'Simplified Chinese', 'Swedish', 'Traditional Chinese', 'Turkish', 'Portuguese - Brazil', 'Dutch', 'Italian', 'Polish', 'Ukrainian']",1.0,0.0,1.0,,,,0.8974822089457036,305620,"['Survival', 'Open World Survival Craft', 'Open World', 'Exploration', 'Atmospheric', 'First-Person', 'Singleplayer', 'Adventure', 'Crafting', 'Sandbox', 'Simulation', 'Post-apocalyptic', 'Indie', 'Walking Simulator', 'Survival Horror', 'Strategy', 'Difficult', 'Action', 'Early Access', 'Horror']","THE LONG DARK is a thoughtful, exploration-survival experience that challenges solo players to think for themselves as they explore an expansive frozen wilderness in the aftermath of a geomagnetic disaster. There are no zombies -- only you, the cold, and all the threats Mother Nature can muster."
1341,Subnautica: Below Zero,"13 May, 2021",Unknown Worlds Entertainment,Unknown Worlds Entertainment,"['Adventure', 'Indie']",2999.0,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Korean', 'Portuguese - Brazil', 'Spanish - Latin America', 'Russian', 'Simplified Chinese', 'Turkish', 'Ukrainian', 'Czech', 'Finnish', 'Hungarian', 'Polish', 'Traditional Chinese', 'Slovak']",1.0,0.0,1.0,,,,0.8983116745689775,848450,"['Open World Survival Craft', 'Survival', 'Underwater', 'Open World', 'Singleplayer', 'Exploration', 'Horror', 'Base Building', 'Adventure', 'Crafting', 'First-Person', 'Survival Horror', 'Aliens', 'Sci-fi', 'Multiplayer', 'Atmospheric', 'Story Rich', 'Early Access', 'Great Soundtrack', 'Sandbox']","Dive into a freezing underwater adventure on an alien planet. Below Zero is set two years after the original Subnautica. Return to Planet 4546B to uncover the truth behind a deadly cover-up. Survive by building habitats, crafting tools, &amp; diving deeper into the world of Subnautica."
1342,Rec Room,"1 Jun, 2016",Rec Room,Rec Room,"['Adventure', 'Casual', 'Free to Play', 'Massively Multiplayer']",0.0,['English'],0.0,0.0,0.0,,,,0.8975586990216117,471710,"['Free to Play', 'VR', 'Multiplayer', 'Online Co-Op', 'Funny', 'Massively Multiplayer', 'First-Person', 'Casual', 'Adventure', 'Co-op', 'Sports', 'Sandbox', 'Family Friendly', 'Action', 'Simulation', 'Character Customization', 'Horror', '3D', 'Action-Adventure', 'Singleplayer']","Rec Room is the best place to build and play games together. Party up with friends from all around the world to chat, hang out, explore MILLIONS of player-created rooms, or build something new and amazing to share with us all."
1343,Mass Effect™ Legendary Edition,"14 May, 2021",BioWare,Electronic Arts,"['Action', 'RPG']",5999.0,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Polish', 'Russian']",0.0,1.0,1.0,,,,0.8978160320815093,1328670,"['Story Rich', 'RPG', 'Choices Matter', 'Sci-fi', 'Singleplayer', 'Action', 'Space', 'Third-Person Shooter', 'Character Customization', 'Action RPG', 'Sexual Content', 'Shooter', 'Great Soundtrack', 'Nudity', 'Atmospheric', 'Female Protagonist', 'Combat', 'Military', 'Romance', 'Classic']","The Mass Effect™ Legendary Edition includes single-player base content and over 40 DLC from the highly acclaimed Mass Effect, Mass Effect 2, and Mass Effect 3 games, including promo weapons, armors, and packs — remastered and optimized for 4K Ultra HD."
1344,A Plague Tale: Requiem,"17 Oct, 2022",Asobo Studio,Focus Entertainment,"['Action', 'Adventure']",4999.0,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Simplified Chinese', 'Traditional Chinese', 'Spanish - Latin America', 'Polish', 'Portuguese - Brazil', 'Russian', 'Czech', 'Arabic', 'Korean', 'Japanese', 'Ukrainian']",1.0,1.0,1.0,,,,0.8920536835954435,1182900,"['Adventure', 'Action', 'Action-Adventure', 'Exploration', 'Interactive Fiction', 'Cinematic', '3D', 'Third Person', 'Realistic', 'Atmospheric', 'Alternate History', 'Dark', 'Female Protagonist', 'Emotional', 'Drama', 'Medieval', 'Historical', 'Singleplayer', 'Mystery', 'Narration']","Embark on a heartrending journey into a brutal, breathtaking world, and discover the cost of saving those you love in a desperate struggle for survival. Strike from the shadows or unleash hell with a variety of weapons, tools and unearthly powers."
1345,Axiom Verge,"14 May, 2015",Thomas Happ Games LLC,Thomas Happ Games LLC,"['Action', 'Adventure', 'Indie']",1799.0,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Portuguese - Brazil', 'Russian', 'Japanese']",1.0,0.0,1.0,,,,0.8844435685451393,332200,"['Metroidvania', 'Indie', 'Pixel Graphics', 'Platformer', 'Action', 'Great Soundtrack', '2D', 'Sci-fi', 'Adventure', 'Retro', 'Exploration', 'Singleplayer', 'Atmospheric', 'Cyberpunk', 'Difficult', 'Side Scroller', 'Horror', 'Aliens', 'Shooter', 'Story Rich']",Explore and uncover the mystery of a surreal alien world by blasting aliens and glitching your environment in this intense retro side-scrolling action/adventure.
1346,Factory Town,"17 Nov, 2021",Erik Asmussen,Erik Asmussen,"['Indie', 'Simulation', 'Strategy']",1679.0,"['English', 'French', 'Spanish - Spain', 'Simplified Chinese', 'German', 'Portuguese - Portugal', 'Russian', 'Traditional Chinese', 'Japanese']",1.0,0.0,1.0,,,,0.8779755026644432,860890,"['Automation', 'Base Building', 'Resource Management', 'Sandbox', 'Simulation', 'Crafting', 'Management', 'City Builder', 'Colony Sim', 'Economy', 'Building', 'Strategy', 'Transportation', 'Moddable', 'Trains', 'Level Editor', 'Singleplayer', 'Indie', 'Early Access', '3D']","Build, automate, and optimize a giant factory on 3D terrain using conveyor belts, trains, chutes, pipes, and airships. Sell your goods to nearby villages to expand their borders, increase happiness, and unlock even better technology!"
1347,Killer Instinct,"27 Sep, 2017",Iron Galaxy,Xbox Game Studios,['Action'],3699.0,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Portuguese - Brazil', 'Russian']",1.0,0.0,1.0,,,,0.8833571313656869,577940,"['Fighting', 'Action', 'Multiplayer', 'Great Soundtrack', '2D Fighter', 'Arcade', 'Singleplayer', 'Competitive', '2.5D', 'Local Multiplayer', 'Controller', ""Beat 'em up"", 'Gore', 'Character Customization']","The legendary fighting franchise is back with over-the-top action, a wild cast of combatants, rocking reactive music, and C-C-C-COMBO BREAKERS!!! Choose your ultimate combatants each with fluid animations, unique combat tactics, and enthralling special attacks."
1348,Chained Echoes,"8 Dec, 2022",Matthias Linda,Deck13,"['Indie', 'RPG']",2499.0,"['English', 'French', 'German', 'Korean', 'Japanese', 'Simplified Chinese']",1.0,0.0,1.0,,,,0.8847607786304614,1229240,"['RPG', 'Indie', 'Pixel Graphics', 'Turn-Based', 'JRPG', 'Retro', 'Exploration', 'Turn-Based Combat', '2D', 'Story Rich', 'Mechs', 'Anime', 'Fantasy', 'Party-Based RPG', 'Open World', 'Great Soundtrack', 'Character Customization', 'Adventure']","Take up your sword, channel your magic or board your Mech. Chained Echoes is a 16-bit style RPG set in a fantasy world where dragons are as common as piloted mechanical suits."
1349,Haven,"3 Dec, 2020",The Game Bakers,The Game Bakers,"['Adventure', 'Indie', 'RPG']",2499.0,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese']",1.0,1.0,1.0,,,,0.8792902911521541,983970,"['Action-Adventure', 'RPG', 'Romance', 'Cyberpunk', 'Story Rich', 'Exploration', 'Singleplayer', 'Third Person', 'Sci-fi', 'Local Co-Op', 'LGBTQ+', 'JRPG', 'Atmospheric', 'Interactive Fiction', 'Sexual Content', 'Multiple Endings', 'Comedy', '3D', 'Open World', 'Choices Matter']","Two lovers gave up everything and escaped to a lost planet to be together. Glide through a mysterious landscape, explore a fragmented world and fight against what’s trying to tear them apart in this RPG adventure about love, rebellion, and freedom."
1350,INMOST,"21 Aug, 2020",Hidden Layer Games,Chucklefish,"['Adventure', 'Indie']",1299.0,"['English', 'Russian', 'French', 'Italian', 'German', 'Spanish - Spain', 'Arabic', 'Dutch', 'Japanese', 'Korean', 'Portuguese - Brazil', 'Simplified Chinese', 'Traditional Chinese', 'Turkish']",1.0,0.0,1.0,,,,0.8804132539133679,938560,"['Indie', 'Pixel Graphics', 'Adventure', 'Exploration', 'Story Rich', 'Thriller', 'Psychological', 'Puzzle Platformer', 'Atmospheric', 'Dark', 'Singleplayer', 'Psychological Horror', 'Platformer', 'Emotional', 'Mystery', 'Horror', 'Puzzle', 'Action', '2D Platformer', 'Cinematic']","Escape the depths of an otherworldly labyrinth in this cinematic puzzle platformer. Explore a hauntingly beautiful world, with three playable characters, in one dark, interconnected story."
1351,Ghost of a Tale,"13 Mar, 2018",SeithCG,SeithCG,"['Action', 'Adventure', 'Indie', 'RPG']",1950.0,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Russian', 'Simplified Chinese']",0.0,0.0,1.0,,,,0.8884167812786796,417290,"['Adventure', 'Stealth', 'Atmospheric', 'Cute', 'Singleplayer', 'RPG', 'Fantasy', 'Indie', 'Third Person', 'Medieval', 'Action', 'Funny', 'Open World', 'Narration', 'Story Rich', 'Action RPG', 'Great Soundtrack', 'Exploration', 'Horror', 'Puzzle']","Ghost of a Tale is an action-RPG game in which you play as Tilo, a mouse and minstrel thrown into a perilous adventure. Through stealth and cunning you’ll be able to explore the secrets of Dwindling Heights Keep and navigate its dangers."
1352,Curious Expedition,"2 Sep, 2016",Maschinen-Mensch,Maschinen-Mensch,"['Indie', 'RPG', 'Strategy']",1499.0,"['English', 'German', 'Traditional Chinese', 'Simplified Chinese', 'French', 'Italian', 'Korean', 'Polish', 'Spanish - Spain', 'Russian', 'Portuguese - Brazil', 'Ukrainian', 'Japanese', 'Turkish']",1.0,0.0,1.0,,,,0.8772025259806442,358130,"['Exploration', 'Roguelike', 'Pixel Graphics', 'Turn-Based Strategy', 'Lovecraftian', 'Dinosaurs', 'RPG', 'Board Game', 'Hex Grid', 'Tabletop', 'Moddable', 'Story Rich', 'Roguelite', 'Dynamic Narration', 'Mouse only', 'Procedural Generation', 'Choices Matter', '2D', 'Strategy', 'Singleplayer']","Curious Expedition is a roguelike expedition simulation set in the late 19th century. Together with famous personalities you will venture on unprecedented expeditions to regions never explored before for fame, science and treasures."
1353,Granny Simulator,"17 Aug, 2019",Nick Kestle,Nick Kestle,"['Casual', 'Indie', 'Simulation', 'Early Access']",399.0,['English'],0.0,1.0,1.0,,,,0.8787863814167945,1053680,"['Multiplayer', 'Funny', 'Simulation', 'Casual', 'Violent', 'Indie', 'Comedy', 'Early Access', 'Horror', 'Co-op', 'Memes', 'Gore', 'Local Multiplayer', 'Nudity', 'Singleplayer']","In Granny Simulator there are two players, a feeble old grandmother and her lovely grandson. The grandmothers objective is to complete her every day routine while the grandson utilizes uncanny violence and pure brutality to stop her."
1354,Job Simulator,"5 Apr, 2016",Owlchemy Labs,Owlchemy Labs,['Simulation'],1999.0,"['English', 'French', 'German', 'Japanese', 'Korean', 'Spanish - Latin America']",0.0,0.0,1.0,,,,0.873478869990884,448280,"['VR', 'Simulation', 'Funny', 'First-Person', 'Singleplayer', 'Robots', 'Comedy', 'Physics', 'Memes', 'Family Friendly', 'Sandbox', 'Casual', 'Sci-fi', 'Atmospheric', 'Realistic', 'Action', 'Indie', 'Job Simulator', 'Psychological Horror', 'Multiplayer']","In a world where robots have replaced all human jobs, step into the ""Job Simulator"" to learn what it was like 'to job'."
1355,Ticket to Ride,"24 May, 2012",Days of Wonder,Days of Wonder,"['Casual', 'Indie', 'Strategy']",999.0,"['English', 'French', 'German', 'Italian', 'Spanish - Spain']",1.0,0.0,1.0,,,,0.8773481683059264,108200,"['Board Game', 'Strategy', 'Tabletop', 'Casual', 'Multiplayer', 'Turn-Based', 'Indie', 'Trains', 'Family Friendly', 'Singleplayer', 'Touch-Friendly', 'Addictive', 'Local Multiplayer', 'Turn-Based Tactics', 'Turn-Based Strategy', '2D', 'Competitive', 'Replay Value', 'Asynchronous Multiplayer', 'Hand-drawn']","CONNECT MORE THAN CITIES! Set off with your friends and family to re(discover) Ticket to Ride, the classic boardgame. In this railway adventure, you’ll need to be the quickest to link up your cities and reach your destinations."
1356,The Painscreek Killings,"27 Sep, 2017",EQ Studios,EQ Studios,"['Adventure', 'Indie']",1999.0,"['English', 'Japanese', 'Russian', 'French', 'Simplified Chinese', 'Traditional Chinese', 'Portuguese - Brazil', 'German', 'Hungarian', 'Korean', 'Italian', 'Spanish - Spain', 'Polish', 'Spanish - Latin America']",0.0,0.0,1.0,,,,0.8747720808509521,624270,"['Detective', 'Mystery', 'Investigation', 'Exploration', 'Story Rich', 'Atmospheric', 'Walking Simulator', 'Open World', 'Adventure', 'Realistic', 'Supernatural', 'First-Person', 'Singleplayer', '3D', 'Horror', 'Narration', 'Indie', 'Thriller', 'Female Protagonist', 'Drama']","Investigate an infamous cold case in the eerie, abandoned town of Painscreek. Search for evidence, connect the dots and uncover who killed Vivian Roberts. Can you expose the truth behind this town’s dark secrets?"
1357,Mega Man 11,"2 Oct, 2018","CAPCOM CO., LTD.","CAPCOM CO., LTD.",['Action'],2999.0,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Traditional Chinese', 'Japanese', 'Simplified Chinese']",1.0,0.0,1.0,,,,0.8755631590059085,742300,"['Action', 'Platformer', 'Side Scroller', 'Classic', 'Singleplayer', 'Robots', 'Great Soundtrack', 'Difficult', '2.5D', '2D', 'Adventure', 'Retro', 'Anime', 'Shooter', 'Sci-fi', 'Action-Adventure', '2D Platformer', 'Cute']","Mega Man is back! The newest entry in this iconic series blends classic, challenging 2D platforming action with a fresh new visual style. The new Double Gear system boosts Mega Man's speed and power for a new twist to the satisfying gameplay the series is known for."
1358,Cricket 19,"30 Jul, 2019",Big Ant Studios,Big Ant Studios,['Sports'],2449.0,['English'],1.0,0.0,1.0,,,,0.8741260992838132,1028630,"['Sports', 'Cricket', 'Controller', 'Multiplayer', 'Simulation']","A truly global cricket simulation from Big Ant Studios, the leading name in authentic, realistic cricket action, Cricket 19 allows you to take control of your team, from club through national level, and lead them to T20, ODI, or Test Match glory."
